Name| Lat| Long| Comment| Description
Scenic View 14| 41.4984389953315| -72.746342997998| Views| v
Scenic View 15| 41.5117799676955| -72.7469340059906| Views| v
Scenic View 16| 41.5132199786603| -72.7465399727225| Views| v
Scenic View 17| 41.5195939969271| -72.744484981522| Views| v
Scenic View 18| 41.5216420311481| -72.7435209788382| Views| v
Scenic View 19| 41.5350209735334| -72.7442760206759| Views| v
Scenic View 20| 41.5490540396422| -72.7415420114994| Views| v
Scenic View 22| 41.5641979593784| -72.7592239715159| Views to Bradley Hubbard Reservoir, more views to N (compass S)| v
Scenic View 23| 41.5574770141393| -72.759078964591| Views| v
Scenic View 24| 41.5684510208666| -72.7655350416899| Views| v
Scenic View 25| 41.5590119920671| -72.8295919764787| Multiple views to Merimere Reservoir and Meriden| v
Scenic View 26| 41.5606430266052| -72.8434719890356| 150 ft W to view| v
Scenic View 27| 41.5647029690444| -72.8447120077908| Views| v
Scenic View 28| 41.6021150071174| -72.8225660137832| Views back to West Peak| v
Scenic View 29| 41.6239590011537| -72.8210540022701| Views to Wassel Reservoir| v
Scenic View 30| 41.6394764184952| -72.8192305192351| Views to Shuttle Meadow Reservoir| v
Scenic View 31| 41.6295923106372| -72.825572937727| Views from powerlines corridor| v
Scenic view 32| 41.6487879585475| -72.8335520066321| Views to Plainville Reservoir| v
Scenic View 33| 41.6848049964756| -72.835090002045| Views| v
Scenic View 34| 41.8242060206831| -72.7989540249109| Views| v
Scenic View 35| 41.831663986668| -72.7972069848329| Views| v
Scenic View 36| 41.8849260360003| -72.7715740352869| Views| v
Scenic View 37| 41.906527960673| -72.758063999936| Views to Farmington River| v
Scenic View 38| 41.9591109920293| -72.7395010180771| Views| v
Scenic View 39| 41.968975989148| -72.7405739855021| Views| v
Scenic View 40| 41.9883360061795| -72.7356679737568| Views| v
Scenic View 41| 42.0828660205007| -72.7054719999433| Views| v
Scenic View 42| 42.154186964035| -72.6858570054173| Views, Communications Tower| v
Scenic View 43| 42.1663239598274| -72.6813099905849| Views| v
Scenic View 44| 42.1742600295693| -72.6790779735893| Views| v
Scenic View 45| 42.1905960235745| -72.6622920390218| Views| v
Scenic View 46| 42.1933100000024| -72.6637410186231| Views| v
Scenic View 47| 42.2055289708078| -72.6616059802473| Views| v
Scenic View 48| 42.2119839582592| -72.6538910251111| Views| v
Scenic View 49| 42.2409130074084| -72.6487580314279| Views| v
Scenic View 50| 42.2470560204238| -72.6471310202032| Views| v
Scenic View 51| 42.2922219894826| -72.5980259757489| Views| v
Scenic View 52| 42.3059590067714| -72.4994599912316| Side trail to views 350 ft W| v
Scenic View 53| 42.3050720337778| -72.4838519655168| Views| v
Scenic View 54| 42.5631639920175| -72.4451500363648| Views| v
Scenic View 55| 42.5653980206698| -72.4450799636543| Side trail to views, 200 ft W| v
Scenic View 56| 42.6133190374821| -72.4261940270662| Side trail to views, 50 ft E| v
Scenic View 57| 42.6137760188431| -72.4234929587692| Views| v
Scenic View 58| 42.70756800659| -72.3191169742495| Views| v
Scenic Views 21| 41.5515410341322| -72.7407739777118| Views| v
Service Road 1| 42.1140649728477| -72.6869579683989| Service Road, NOBO cross parallel service road and enter woods
Service Road 2| 41.5691619738936| -72.7560990303755| Service road, trail has slight offset, NOBO turn E
Service Road 3| 41.567407976836| -72.758507989347| Service road
Service Road 4| 41.6396990418434| -72.8134510293603| Service road, NOBO turn E on road for 300 ft then W on trail
Service road 5| 41.6316721960902| -72.8305387124419| Service Road
Service Road 6| 41.820764997974| -72.7971820067614| Service road
Service Road 7| 42.1106689609587| -72.6892349962145| Service Road, NOBO turn E to join road
Service Road 8| 42.387066995725| -72.419440979138| Service Road, NOBO turn W on road
Short Mountain| 41.6033940017223| -72.8251120168716| Short Mountain, Views, trail skirts summit| v
Shutesbury Road 2| 42.3978769686073| -72.4060809798539| Shuttesbury Road, Parking, NOBO turn W through parking lot| p
Shuttesbury Road| 42.4069969821721| -72.4120769742876| Shuttesbury Road, NOBO turn E on road
Shuttle Meadow Road and North Shuttle Street| 41.6391409747303| -72.8384799789637| Shuttle Meadow Road and North Shuttle Street, NOBO join trail as Shuttle Meadow Road curves W
Sikes Avenue| 42.1111489925534| -72.686982024461| Sikes Avenue, NOBO turn W on to trail
Ski Lifts| 41.5001889690757| -72.7460140082985| Powder Ridge Resort, 747, Middlefield, and Festival Ski Lifts
Sountington Road (CT364) and Edgewood Road| 41.6013769805431| -72.8176989778876| Sountington Road (CT364) and Edgewood Road, NOBO turn W on CT364 then cross guardrail to join trail
South Mountain Road| 42.6387789845467| -72.4178630020469| South Mountain Road, Limited Parking 350 ft N (compass E), NOBO turn E on road| p
Southern Terminus| 41.2676049862057| -72.6719909906387| Southern Terminus, Long Island Sound
Spruce Brook Road| 41.6005220264196| -72.7400699816644| Spruce Brook Road, NOBO turn W on road, Limited parking| p
Stacked Stones| 42.6792449690402| -72.4062119890004| Stacked Stones, views| v
Stage Coach Road| 41.4295320399106| -72.7275989670306| Stage Coach Road, limited parking on shoulder, NOBO turn W along road| p
Stairway| 42.1025589667261| -72.69651199691| Stairway
Stairway 2| 42.2635599877685| -72.6378720346838| Stairway
Stairway 3| 42.3045110329986| -72.5391919724643| Stairway
Stairway 4| 42.3075560107827| -72.4779549613595| Stairway
State Line| 42.0363550074399| -72.7155499812216| State Line, CT/MA border, white blazes to N, blue blazes to S
Still Brook| 42.0527810230851| -72.7100719884038| Still Brook, Footbridge| W
Stone Fireplace| 41.6484159696847| -72.8334209974855| Stone Fireplace
Stone House Lane| 41.27839400433| -72.6744039729238| Stone House Lane, Parking at museum, NOBO turn W on road| p
Summit House| 42.3004039842635| -72.5879479944706| Summit House, Views, Parking, Porta Potties, Interior and bathrooms with water temporarily closed| vpr
Summit Wood Drive| 41.5829910244793| -72.7933259960264| Summit Wood Drive, NOBO turn W on road, Limited parking on shoulder| p
Talcott Notch Road| 41.7414649855345| -72.7993430290371| Talcott Notch Road
Tanner Marsh Road and Boston Post Road (US1)| 41.2883660383523| -72.6581079605967| Tanner Marsh Road + Boston Post Road (US1), NOBO turn W, hotels on US1
Taylor Notch| 42.3016669694334| -72.582230027765| Taylor Notch, Skinner Park Road
Tent Platforms| 42.208685008809| -72.6572219934314| Tent Platforms on trail (unknown ownership)
The Pinnacle| 41.8652100395411| -72.7795919962227| The Pinnacle, Views to Heublein Tower, Pylons from old tower| v
Town Farm Road| 42.447648961097| -72.3997089732438| Town Farm Road, NOBO turn E on road
Trail Register| 41.2694670259953| -72.6706789713353| Southern Terminus sign and trail register, parking
Trail Register 2| 42.1302100270987| -72.6846550405025| Trail Register
Trail Register 3| 42.3028759751469| -72.5775710307062| Trail Register
Trail Register 4| 42.3023110348731| -72.4935670103878| Trail Register
Trail Register 5| 42.3101259861141| -72.4574799835682| Trail Register
Trimountain| 41.4595659915358| -72.7365410327911| Trimountain, trail skirts southern peaks (northern peak removed by quarrying), views to William J Ulbrich Reservoir| v
Tully Brook| 42.71136299707| -72.3027399927378| Tully Brook, Footbridge| W
Turkey Hill Road (CT20) and Holcomb Street| 41.9470040034503| -72.7399740088731| Turkey Hill Road (CT20) + Holcomb Street, Limited Parking, NOBO bear E after crossing CT20 onto trail| p
Tyler Brook| 42.5084299966693| -72.421550033614| Tyler Brook| W
Underwood Avenue| 42.2854309715331| -72.6205499935895| Underwood Avenue, NOBO turn W on road
Unnamed Lake| 42.4987759720534| -72.3938689660281| Lake| W
Unnamed Stream| 42.7049240190536| -72.3529530409724| Stream| W
Unnamed Stream 10| 41.419611973688| -72.7074330300093| Stream| W
Unnamed Stream 11| 41.4342740178108| -72.7279209997505| Stream, drain from unnamed pond a short distance away| W
Unnamed Stream 12| 41.4678970165551| -72.7260100096464| Stream| W
Unnamed Stream 13| 41.5683340094984| -72.7344609797001| Stream, Footbridge| W
Unnamed Stream 14| 41.5776779875159| -72.8326520416886| Stream| W
Unnamed Stream 15| 41.5807300060987| -72.8283869940788| Stream| W
Unnamed Stream 16| 41.6033489909023| -72.8170949779451| Stream| W
Unnamed Stream 17| 41.6091119684279| -72.8200879879296| Stream, Footbridge, drain from Wassel Reservoir and Hart Pond| W
Unnamed Stream 18| 41.6082840040326| -72.8201989643276| Stream| W
Unnamed Stream 19| 41.6400430351496| -72.8080949932337| Stream| W
Unnamed Stream 20| 41.78705801256| -72.7860960178077| Stream, Footbridge| W
Unnamed Stream 21| 41.8375009763986| -72.7861769869924| Stream| W
Unnamed Stream 22| 41.9116069748998| -72.7604710310698| Stream, Footbridge| W
Unnamed Stream 23| 41.9114020373672| -72.757524959743| Stream| W
Unnamed Stream 24| 42.0373459998518| -72.7155369892716| Stream| W
Unnamed Stream 25| 42.1145099680871| -72.6853260118514| Stream| W
Unnamed Stream 26| 42.1167790330946| -72.6836499664932| Stream, Footbridge| W
Unnamed Stream 27| 42.3722819890827| -72.4280709866434| Stream, Footbridge| W
Unnamed Stream 28| 42.3741189669818| -72.4296180345118| Stream| W
Unnamed Stream 29| 42.3765180353075| -72.428535008803| Stream| W
Unnamed Stream 30| 42.3942070361227| -72.4248339794576| Stream| W
Unnamed Stream 31| 42.4211130291224| -72.4029179848731| Stream, Footbridge| W
Unnamed Stream 32| 42.4710980057716| -72.3820150271058| Stream| W
Unnamed Stream 33| 42.4773130193353| -72.3761119879782| Stream| W
Unnamed Stream 34| 42.5024439767003| -72.3769569676369| Stream, Footbridge, drain from Sibley Swamp| W
Unnamed Stream 35| 42.5539510231465| -72.45117100887| Stream, Footbridge| W
Unnamed Stream 36| 42.5583439785987| -72.4537220411003| Stream| W
Unnamed Stream 37| 42.5593479629606| -72.4532870203257| Stream, Footbridges| W
Unnamed Stream 38| 42.5600610114634| -72.4527789931744| Stream, Footbridge| W
Unnamed Stream 39| 42.5776039995253| -72.4354720395058| Stream, Footbridge| W
Unnamed Stream 40| 42.6623390056193| -72.4056069832295| Stream| W
Unnamed Stream 41| 42.679559038952| -72.4051970243454| Stream| W
Unnamed Stream 42| 42.6855230145156| -72.391305025667| Stream| W
Unnamed Stream 43| 42.6839730329812| -72.3749189916998| Stream, Footbridge, drain from Stevens Swamp| W
Unnamed Stream 44| 42.6793990284204| -72.3497890401632| Stream, Footbridge| W
Unnamed Stream 46| 42.704941034317| -72.3472749721259| Stream| W
Unnamed Stream 47| 42.7030639909208| -72.329583959654| Stream| W
Unnamed Stream 48| 42.7081979904324| -72.3169980291277| Stream| W
Unnamed Stream 49| 42.7033479698002| -72.3007799685001| Stream| W
Unnamed Stream 50| 42.7134680282325| -72.2745320387185| Stream| W
Unnamed Stream 7| 41.3201710022986| -72.6707259938121| Stream| W
Unnamed Stream 8| 41.3579009659588| -72.6829749718308| Stream, Footbridge| W
Unnamed Stream 9| 41.4062440115958| -72.6932459883392| Stream| W
Upper Guilford Lake| 41.341668991372| -72.6810260117054| Upper Guilford Lake| W
Utility Buildings| 41.9601510185748| -72.7396430075169| Utility Buildings, 2 sets 0.1 apart
Utility Conduit| 42.304054973647| -72.5337240379304| Utility Conduit
Victoria Drive (private)| 41.5704780165106| -72.8033960144967| Victoria Drive (private), NOBO turn E at dirt road
Victoria Drive (private) and dirt road| 41.5694084018469| -72.8047090396285| Victoria Drive (private) + dirt road, NOBO bear E at junction following unnamed dirt road
Wallingford Road (CT68)| 41.4742860384285| -72.7266069687903| Wallingford Road (CT68), Reed Gap, NOBO go 0.2W along road
Weather Station| 42.2499239724129| -72.6460940111428| Weather Station
Wendell State Forest Lean-to| 42.553325984627| -72.4504850339144| Wendell State Forest Lean-to, firepit| S
West Branch Swift River| 42.4640540219843| -72.3827890120447| West Branch Swift River| W
West Branch Swift River 2| 42.5148579943925| -72.3935659602284| West Branch Swift River| W
West Cherry Street| 42.2087359707803| -72.6564169954509| West Cherry Street, Parking at Holyoke Revolver Club to E| p
West Main Street| 41.6713080368936| -72.8320880234241| West Main Street, Parking 0.2S (compass E) of trailhead, NOBO turn E on to trail| p
West Main Street (CT372) and Wooster Street| 41.6683552600443| -72.8170460276306| West Main Street (CT372) + Wooster Street, NOBO turn W
West Peak Road| 41.5681859850883| -72.824684958905| West Peak Road, NOBO turn W on to trail
West Street| 42.3053840082139| -72.5287170242518| West Street, Parking| p
Westfield River| 42.1060190163553| -72.6888119615614| Westfield River, Ford only when safe
Westfield Road (US202)| 42.1844430360943| -72.6706180348992| Westfield Road (US202), Limited parking| p
Wickett Pond Road| 42.5509362202138| -72.4491932149976| Wickett Pond Road, Parking, Ruggles Pond spillway, Lyons Brook, Beach, Water spigot and outlet at Headquarters 0.2W, Privies 350 ft E| pWrs
Willow Road| 41.3277090154588| -72.6702199783176| Willow Road, limited parking on shoulder| p
Winchester Road| 42.7061180211604| -72.3488429747522| Winchester Road, limited parking| p
Windsor Locks Campsite| 41.9733930006623| -72.7394840028137| Windsor Locks Campsite, trail register, water cache by volunteers, no fires| CW
Wooden Structure| 42.1153899841011| -72.6833179593086| Wooden Structure
